column_a,column_b,column_c,column_d,column_e,column_f,label
1,0,-3,-1,7,-3,4
3,-5,-99,7,12,-1,4
-14,29,-20,-49,0,-9,4
-26,-26,6,47,-38,-4,4
-16,-6,-4,8,-18,-2,4
10,10,6,-12,16,-3,4
9,3,4,-3,17,-3,4
-1,-10,15,15,2,-3,4
4,-12,1,18,9,-3,4
2,1,-9,1,5,-3,4
-1,2,11,0,3,-4,4
-2,1,8,1,1,-3,4
-1,0,5,2,5,-3,4
1,-2,4,4,5,-3,4
-15,0,9,3,-14,-3,4
2,-10,-5,15,5,-3,4
0,3,-11,-2,5,-3,4
-61,150,-23,-177,-51,-2,4
-76,46,-25,-47,-95,-3,4
-96,4,-4,-3,-135,-6,4
-59,3,-24,-4,-74,-5,4
-42,23,-27,-29,-55,-4,4
-47,30,0,-38,-60,-4,4
-23,2,-9,-2,-31,-5,4
3,-4,9,7,3,-4,4
6,-8,-5,10,7,-3,4
6,-5,12,10,12,-4,4
6,-5,12,10,12,-4,4
5,-3,1,4,5,-3,4
3,0,3,0,5,-4,4
5,-3,1,4,5,-3,4
3,0,3,0,5,-4,4
-5,14,-43,-101,-49,17,4
-4,1,6,-2,-2,-4,4
-4,0,12,-2,-1,-4,4
-4,-2,3,0,-1,-3,4
-4,0,10,-2,-2,-4,4
-2,-1,-2,-1,1,-3,4
-4,0,10,-2,-2,-4,4
-2,-1,-2,-1,1,-3,4
-1,1,12,-3,1,-3,4
-1,1,2,-2,2,-3,4
-1,1,12,-3,1,-3,4
-4,0,10,-2,-2,-4,4
-2,-1,-2,-1,1,-3,4
-1,1,12,-3,1,-3,4
-1,1,2,-2,2,-3,4
36,-4,19,8,53,-2,4
25,2,25,0,37,-3,4
22,-14,13,22,35,-2,4
17,-23,10,32,27,-2,4
7,-8,7,13,13,-3,4
4,6,8,-5,9,-3,4
-5,11,15,-12,0,-4,4
1,-1,4,3,5,-3,4
1,0,4,0,5,-3,4
3,0,-3,1,7,-3,4
0,2,13,-3,2,-3,4
3,-1,1,3,5,-4,4
1,-1,4,1,4,-3,4
1,-1,4,1,4,-3,4
2,-1,3,1,5,-4,4
-12,17,3,-19,-10,-4,4
-12,12,11,-13,-16,-4,4
-8,3,6,2,-11,-4,4
-4,3,1,0,-6,-3,4
-6,6,9,-2,-5,-5,4
-7,3,3,-2,-10,-3,4
-5,-3,5,10,-7,-3,4
1,0,-1,4,2,-3,4
2,1,6,2,4,-4,4
-1,2,10,1,1,-4,4
-1,2,16,1,1,-4,4
2,-1,4,5,3,-3,4
0,1,3,1,1,-3,4
1,2,9,0,3,-4,4
1,2,9,0,3,-4,4
-41,21,-5,-23,-59,-4,4
-32,21,-6,-25,-45,-4,4
-21,12,-6,-14,-31,-4,4
-3,-1,2,8,-4,-4,4
0,-1,13,8,1,-3,4
6,-2,14,6,9,-4,4
15,-5,3,15,22,-3,4
-1,1,5,3,1,-4,4
-1,1,6,4,0,-3,4
-2,2,5,1,-2,-3,4
-1,1,2,1,0,-3,4
-3,4,13,-2,0,-3,4
-4,4,3,0,-1,-3,4
-4,3,2,2,-3,-3,4
-2,3,5,0,-2,-3,4
9,-10,-11,17,7,-4,4
5,0,4,0,7,-4,4
-3,6,-2,-8,-8,-4,4
0,-2,6,4,-2,-4,4
-5,-8,4,14,-8,-4,4
-4,-11,5,18,-6,-3,4
3,2,3,-2,4,-3,4
3,1,1,0,5,-4,4
4,-1,15,3,7,-3,4
5,-3,3,7,10,-3,4
1,1,8,0,3,-4,4
0,0,5,0,3,-4,4
-1,1,-3,-3,-2,-3,4
0,-1,-5,-1,1,-3,4
-1,1,4,0,-1,-3,4
